time, signal, pulse_flag
83901, -0.38, 0
83905, 0.12, 0
83909, 0.64, 0
83913, 0.39, 0
83917, -0.32, 0
83921, -0.59, 0
83926, -0.21, 0
83930, 0.21, 0
83934, -0.08, 0
83938, -0.74, 0
83941, -0.90, 0
83945, -0.36, 0
83949, 0.20, 0
83953, 0.05, 0
83957, -0.51, 0
83961, -0.61, 0
83965, -0.09, 0
83970, 0.41, 0
83974, 0.16, 0
83978, -0.50, 0
83982, -0.69, 0
83985, -0.21, 0
83989, 0.27, 0
83993, 0.05, 0
83997, -0.54, 0
84001, -0.60, 0
84005, 0.01, 0
84009, 0.61, 0
84014, 0.44, 0
84018, -0.14, 0
84022, -0.28, 0
84026, 0.21, 0
84030, 0.66, 0
84033, 0.34, 0
84037, -0.35, 0
84041, -0.53, 0
84045, -0.04, 0
84049, 0.45, 0
84054, 0.21, 0
84058, -0.37, 0
84062, -0.46, 0
84066, 0.10, 0
84070, 0.59, 0
84074, 0.31, 0
84078, -0.38, 0
84081, -0.62, 0
84085, -0.21, 0
84089, 0.17, 0
84093, -0.13, 0
84098, -0.72, 0
84102, -0.74, 0
84106, -0.07, 0
84110, 0.55, 0
84114, 0.39, 0
84118, -0.13, 0
84122, -0.19, 0
84125, 0.37, 0
84129, 0.84, 0
84133, 0.52, 0
84137, -0.16, 0
84142, -0.36, 0
84146, 0.07, 0
84150, 0.44, 0
84154, 0.06, 0
84158, -0.61, 0
84162, -0.75, 0
84166, -0.22, 0
84170, 0.25, 0
84173, -0.00, 0
84177, -0.56, 0
84182, -0.60, 0
84186, 0.00, 0
84190, 0.51, 0
84194, 0.25, 0
84198, -0.30, 0
84202, -0.33, 0
84206, 0.27, 0
84210, 0.75, 0
84214, 0.46, 0
84217, -0.18, 0
84221, -0.31, 0
84226, 0.18, 0
84230, 0.57, 0
84234, 0.23, 0
84238, -0.38, 0
84242, -0.45, 0
84246, 0.11, 0
84250, 0.55, 0
84254, 0.22, 0
84258, -0.42, 0
84262, -0.57, 0
84265, -0.10, 0
84270, 0.24, 0
84274, -0.14, 0
84278, -0.77, 0
84282, -0.82, 0
84286, -0.23, 0
84290, 0.25, 0
84294, -0.03, 0
84298, -0.60, 0
84302, -0.64, 0
84306, -0.07, 0
84311, 0.36, 0
84314, 0.04, 0
84318, -0.53, 0
84322, -0.52, 0
84326, 0.13, 0
84330, 0.64, 0
84334, 0.38, 0
84338, -0.16, 0
84342, -0.18, 0
84346, 0.40, 0
84350, 0.80, 0
84355, 0.43, 0
84358, -0.18, 0
84362, -0.25, 0
84366, 0.29, 0
84370, 0.64, 0
84374, 0.25, 0
84378, -0.36, 0
84382, -0.39, 0
84386, 0.23, 0
84390, 0.66, 0
84395, 0.33, 0
84399, -0.25, 0
84403, -0.31, 0
84406, 0.24, 0
84410, 0.59, 0
84414, 0.19, 0
84418, -0.43, 0
84422, -0.49, 0
84426, 0.08, 0
84430, 0.47, 0
84434, 0.13, 0
84439, -0.40, 0
84443, -0.35, 0
84447, 0.31, 0
84450, 0.74, 0
84454, 0.40, 0
84458, -0.16, 0
84462, -0.19, 0
84466, 0.36, 0
84470, 0.67, 0
84474, 0.20, 0
84478, -0.47, 0
84483, -0.53, 0
84487, 0.04, 0
84491, 0.42, 0
84495, 0.07, 0
84498, -0.42, 0
84502, -0.31, 0
84506, 0.42, 0
84510, 0.88, 0
84514, 0.55, 0
84518, -0.02, 0
84523, -0.06, 0
84527, 0.46, 0
84531, 0.70, 0
84535, 0.20, 0
84539, -0.41, 0
84542, -0.39, 0
84546, 0.30, 0
84550, 0.73, 0
84554, 0.41, 0
84558, -0.12, 0
84562, -0.11, 0
84567, 0.46, 0
84571, 0.72, 0
84575, 0.21, 0
84579, -0.45, 0
84583, -0.49, 0
84587, 0.09, 0
84590, 0.41, 0
84594, 0.02, 0
84598, -0.50, 0
84602, -0.41, 0
84606, 0.28, 0
84611, 0.68, 0
84615, 0.28, 0
84619, -0.30, 0
84623, -0.32, 0
84627, 0.24, 0
84631, 0.53, 0
84634, 0.09, 0
84638, -0.48, 0
84642, -0.43, 0
84646, 0.20, 0
84651, 0.53, 0
84655, 0.12, 0
84659, -0.42, 0
84663, -0.35, 0
84667, 0.31, 0
84671, 0.66, 0
84675, 0.25, 0
84679, -0.30, 0
84682, -0.27, 0
84686, 0.33, 0
84690, 0.60, 0
84695, 0.11, 0
84699, -0.49, 0
84703, -0.48, 0
84707, 0.14, 0
84711, 0.45, 0
84715, 0.03, 0
84719, -0.49, 0
84723, -0.40, 0
84726, 0.27, 0
84730, 0.57, 0
84734, 0.11, 0
84739, -0.46, 0
84743, -0.43, 0
84747, 0.19, 0
84751, 0.48, 0
84755, 0.03, 0
84759, -0.50, 0
84763, -0.39, 0
84767, 0.31, 0
84770, 0.66, 0
84774, 0.23, 0
84779, -0.30, 0
84783, -0.24, 0
84787, 0.37, 0
84791, 0.61, 0
84795, 0.10, 0
84799, -0.47, 0
84803, -0.43, 0
84807, 0.17, 0
84811, 0.38, 0
84815, -0.14, 0
84818, -0.71, 0
84823, -0.65, 0
84827, -0.01, 0
84831, 0.26, 0
84835, -0.21, 0
84839, -0.73, 0
84843, -0.65, 0
84847, -0.02, 0
84851, 0.21, 0
84855, -0.30, 0
84859, -0.83, 0
84862, -0.68, 0
84867, 0.06, 0
84871, 0.40, 0
84875, -0.02, 0
84879, -0.52, 0
84883, -0.43, 0
84887, 0.20, 0
84891, 0.41, 0
84895, -0.12, 0
84899, -0.70, 0
84903, -0.64, 0
84908, -0.03, 0
84912, 0.18, 0
84915, -0.30, 0
84919, -0.77, 0
84923, -0.58, 0
84927, 0.16, 0
84931, 0.47, 0
84935, 0.04, 0
84939, -0.42, 0
84943, -0.24, 0
84947, 0.46, 0
84952, 0.73, 0
84956, 0.26, 0
84959, -0.26, 0
84963, -0.18, 0
84967, 0.38, 0
84971, 0.49, 0
84975, -0.10, 0
84979, -0.65, 0
84983, -0.53, 0
84987, 0.11, 0
84992, 0.31, 0
84996, -0.21, 0
85000, -0.70, 0
85003, -0.55, 0
85007, 0.10, 0
85011, 0.32, 0
85015, -0.15, 0
85019, -0.57, 0
85023, -0.32, 0
85027, 0.42, 0
85031, 0.67, 0
85036, 0.21, 0
85040, -0.24, 0
85044, -0.07, 0
85048, 0.55, 0
85051, 0.66, 0
85055, 0.04, 0
85059, -0.53, 0
85063, -0.46, 0
85067, 0.12, 0
85071, 0.25, 0
85075, -0.28, 0
85080, -0.73, 0
85084, -0.50, 0
85088, 0.22, 0
85092, 0.47, 0
85095, 0.01, 0
85099, -0.39, 0
85103, -0.16, 0
85107, 0.49, 0
85111, 0.62, 0
85115, 0.05, 0
85120, -0.48, 0
85124, -0.36, 0
85128, 0.21, 0
85132, 0.31, 0
85136, -0.22, 0
85139, -0.61, 0
85143, -0.29, 0
85147, 0.50, 0
85151, 0.77, 0
85155, 0.32, 0
85159, -0.14, 0
85164, -0.03, 0
85168, 0.48, 0
85172, 0.48, 0
85176, -0.14, 0
85180, -0.59, 0
85184, -0.33, 0
85187, 0.38, 0
85191, 0.58, 0
85195, 0.11, 0
85199, -0.30, 0
85203, -0.09, 0
85208, 0.50, 0
85212, 0.57, 0
85216, 0.02, 0
85220, -0.39, 0
85224, -0.11, 0
85228, 0.56, 0
85231, 0.68, 0
85235, 0.13, 0
85239, -0.30, 0
85243, -0.07, 0
85248, 0.56, 0
85252, 0.64, 0
85256, 0.08, 0
85260, -0.37, 0
85264, -0.18, 0
85268, 0.38, 0
85272, 0.38, 0
85275, -0.24, 0
85279, -0.68, 0
85283, -0.43, 0
85287, 0.24, 0
85292, 0.35, 0
85296, -0.16, 0
85300, -0.50, 0
85304, -0.14, 0
85308, 0.62, 0
85312, 0.78, 0
85316, 0.26, 0
85320, -0.17, 0
85323, 0.00, 0
85327, 0.52, 0
85331, 0.46, 0
85336, -0.21, 0
85340, -0.67, 0
85344, -0.41, 0
85348, 0.27, 0
85352, 0.42, 0
85356, -0.05, 0
85360, -0.34, 0
85364, 0.02, 0
85367, 0.74, 0
85371, 0.85, 0
85376, 0.30, 0
85380, -0.12, 0
85384, 0.09, 0
85388, 0.62, 0
85392, 0.59, 0
85396, -0.01, 0
85400, -0.38, 0
85404, -0.07, 0
85408, 0.58, 0
85411, 0.62, 0
85415, 0.01, 0
85420, -0.42, 0
85424, -0.18, 0
85428, 0.39, 0
85432, 0.40, 0
85436, -0.16, 0
85440, -0.48, 0
85444, -0.14, 0
85448, 0.50, 0
85452, 0.51, 0
85456, -0.10, 0
85459, -0.50, 0
85464, -0.23, 0
85468, 0.36, 0
85472, 0.37, 0
85476, -0.19, 0
85480, -0.51, 0
85484, -0.14, 0
85488, 0.52, 0
85492, 0.56, 0
85496, 0.01, 0
85500, -0.30, 0
85504, 0.05, 0
85508, 0.68, 0
85512, 0.66, 0
85516, 0.03, 0
85520, -0.35, 0
85524, -0.05, 0
85528, 0.55, 0
85532, 0.55, 0
85536, -0.03, 0
85540, -0.33, 0
85544, 0.06, 0
85549, 0.73, 0
85552, 0.75, 0
85556, 0.17, 0
85560, -0.18, 0
85564, 0.11, 0
85568, 0.64, 0
85572, 0.52, 0
85576, -0.13, 0
85580, -0.46, 0
85584, -0.06, 0
85588, 0.61, 0
85593, 0.64, 0
85597, 0.09, 0
85600, -0.21, 0
85604, 0.13, 0
85608, 0.67, 0
85612, 0.52, 0
85616, -0.18, 0
85620, -0.58, 0
85624, -0.27, 0
85628, 0.30, 0
85633, 0.26, 0
85637, -0.26, 0
85641, -0.41, 0
85644, 0.15, 0
85648, 0.91, 0
85652, 0.94, 0
85656, 0.32, 0
85660, -0.05, 0
85664, 0.18, 0
85668, 0.59, 0
85672, 0.33, 0
85677, -0.42, 0
85681, -0.80, 0
85685, -0.45, 0
85689, 0.12, 0
85692, 0.06, 0
85696, -0.51, 0
85700, -0.72, 0
85704, -0.27, 0
85708, 0.34, 0
85712, 0.23, 0
85716, -0.42, 0
85721, -0.69, 0
85725, -0.27, 0
85729, 0.34, 0
85733, 0.25, 0
85736, -0.36, 0
85740, -0.61, 0
85744, -0.20, 0
85748, 0.38, 0
85752, 0.22, 0
85756, -0.46, 0
85761, -0.77, 0
85765, -0.37, 0
85769, 0.24, 0
85773, 0.18, 0
85777, -0.37, 0
85780, -0.51, 0
85784, 0.05, 0
85788, 0.75, 0
85792, 0.71, 0
85796, 0.11, 0
85800, -0.19, 0
85805, 0.14, 0
85809, 0.58, 0
85813, 0.30, 0
85817, -0.47, 0
85821, -0.82, 0
85824, -0.45, 0
85828, 0.11, 0
85832, 0.01, 0
85836, -0.56, 0
85840, -0.74, 0
85844, -0.27, 0
85849, 0.28, 0
85853, 0.10, 0
85857, -0.55, 0
85861, -0.77, 0
85865, -0.28, 0
85869, 0.34, 0
85872, 0.22, 0
85876, -0.43, 0
85880, -0.71, 0
85884, -0.38, 0
85889, 0.03, 0
85893, -0.28, 0
85897, -1.06, 0
85901, -1.37, 0
85905, -0.97, 0
85909, -0.43, 0
85913, -0.55, 0
85917, -1.08, 0
85920, -1.12, 0
85924, -0.45, 0
85928, 0.31, 0
85933, 0.29, 0
85937, -0.26, 0
85941, -0.45, 0
85945, -0.03, 0
85949, 0.41, 0
85953, 0.11, 0
85957, -0.61, 0
85961, -0.85, 0
85965, -0.38, 0
85968, 0.19, 0
85972, 0.03, 0
85977, -0.57, 0
85981, -0.73, 0
85985, -0.26, 0
85989, 0.25, 0
85993, 0.03, 0
85997, -0.62, 0
86001, -0.81, 0
86005, -0.33, 0
86009, 0.17, 0
86013, -0.04, 0
86017, -0.66, 0
86021, -0.78, 0
86025, -0.22, 0
86029, 0.39, 0
86033, 0.25, 0
86037, -0.32, 0
86041, -0.43, 0
86045, 0.10, 0
86049, 0.63, 0
86053, 0.39, 0
86057, -0.29, 0
86061, -0.52, 0
86065, -0.09, 0
86069, 0.37, 0
86073, 0.12, 0
86077, -0.50, 0
86081, -0.61, 0
86085, -0.04, 0
86089, 0.53, 0
86093, 0.32, 0
86097, -0.29, 0
86102, -0.44, 0
86105, 0.06, 0
86109, 0.56, 0
86113, 0.31, 0
86117, -0.34, 0
86121, -0.50, 0
86125, 0.01, 0
86129, 0.52, 0
86133, 0.29, 0
86137, -0.30, 0
86141, -0.40, 0
86146, 0.16, 0
86150, 0.71, 0
86153, 0.49, 0
86157, -0.12, 0
86161, -0.28, 0
86165, 0.20, 0
86169, 0.65, 0
86173, 0.36, 0
86177, -0.29, 0
86181, -0.43, 0
86185, 0.09, 0
86190, 0.57, 0
86194, 0.29, 0
86198, -0.34, 0
86201, -0.48, 0
86205, 0.04, 0
86209, 0.52, 0
86213, 0.26, 0
86217, -0.37, 0
86221, -0.51, 0
86225, -0.01, 0
86230, 0.43, 0
86234, 0.13, 0
86238, -0.50, 0
86242, -0.58, 0
86245, 0.02, 0
86249, 0.57, 0
86253, 0.38, 0
86257, -0.18, 0
86261, -0.29, 0
86265, 0.21, 0
86269, 0.59, 0
86274, 0.22, 0
86278, -0.45, 0
86282, -0.58, 0
86286, -0.04, 0
86290, 0.44, 0
86293, 0.18, 0
86297, -0.41, 0
86301, -0.48, 0
86305, 0.09, 0
86309, 0.56, 0
86313, 0.27, 0
86318, -0.35, 0
86322, -0.47, 0
86326, 0.03, 0
86330, 0.43, 0
86334, 0.10, 0
86338, -0.52, 0
86341, -0.59, 0
86345, -0.01, 0
86349, 0.48, 0
86353, 0.22, 0
86358, -0.33, 0
86362, -0.36, 0
86366, 0.21, 0
86370, 0.64, 0
86374, 0.30, 0
86378, -0.32, 0
86382, -0.40, 0
86385, 0.19, 0
86389, 0.66, 0
86393, 0.37, 0
86397, -0.23, 0
86402, -0.33, 0
86406, 0.17, 0
86410, 0.52, 0
86414, 0.12, 0
86418, -0.52, 0
86422, -0.59, 0
86426, -0.00, 0
86429, 0.45, 0
86433, 0.15, 0
86437, -0.41, 0
86441, -0.45, 0
86446, 0.14, 0
86450, 0.56, 0
86454, 0.23, 0
86458, -0.38, 0
86462, -0.46, 0
86466, 0.07, 0
86470, 0.43, 0
86474, 0.05, 0
86477, -0.58, 0
86481, -0.66, 0
86486, -0.11, 0
86490, 0.31, 0
86494, -0.02, 0
86498, -0.55, 0
86502, -0.52, 0
86506, 0.16, 0
86510, 0.67, 0
86514, 0.40, 0
86518, -0.13, 0
86521, -0.11, 0
86525, 0.52, 0
86530, 0.96, 0
86534, 0.61, 0
86538, 0.00, 0
86542, -0.06, 0
86546, 0.48, 0
86550, 0.83, 0
86554, 0.42, 0
86558, -0.19, 0
86562, -0.20, 0
86566, 0.43, 0
86569, 0.86, 0
86574, 0.52, 0
86578, -0.06, 0
86582, -0.12, 0
86586, 0.41, 0
86590, 0.70, 0
86594, 0.24, 0
86598, -0.42, 0
86602, -0.50, 0
86606, 0.07, 0
86610, 0.44, 0
86615, 0.09, 0
86618, -0.43, 0
86622, -0.35, 0
86626, 0.36, 0
86630, 0.84, 0
86634, 0.53, 0
86638, -0.02, 0
86642, -0.03, 0
86646, 0.54, 0
86650, 0.86, 0
86654, 0.40, 0
86659, -0.26, 0
86662, -0.35, 0
86666, 0.19, 0
86670, 0.50, 0
86674, 0.10, 0
86678, -0.46, 0
86682, -0.43, 0
86686, 0.19, 0
86690, 0.56, 0
86694, 0.16, 0
86699, -0.42, 0
86703, -0.39, 0
86707, 0.25, 0
86710, 0.63, 0
86714, 0.29, 0
86718, -0.22, 0
86722, -0.14, 0
86726, 0.50, 0
86730, 0.83, 0
86734, 0.37, 0
86738, -0.27, 0
86743, -0.35, 0
86747, 0.16, 0
86751, 0.39, 0
86754, -0.09, 0
86758, -0.68, 0
86762, -0.63, 0
86766, 0.04, 0
86770, 0.41, 0
86774, 0.05, 0
86778, -0.44, 0
86782, -0.34, 0
86787, 0.35, 0
86791, 0.71, 0
86795, 0.30, 0
86799, -0.27, 0
86802, -0.25, 0
86806, 0.34, 0
86810, 0.60, 0
86814, 0.11, 0
86818, -0.50, 0
86822, -0.48, 0
86827, 0.14, 0
86831, 0.45, 0
86835, 0.03, 0
86839, -0.49, 0
86843, -0.38, 0
86846, 0.32, 0
86850, 0.67, 0
86854, 0.26, 0
86858, -0.28, 0
86862, -0.24, 0
86866, 0.36, 0
86871, 0.61, 0
86875, 0.12, 0
86879, -0.46, 0
86883, -0.38, 0
86887, 0.29, 0
86891, 0.62, 0
86894, 0.20, 0
86898, -0.33, 0
86902, -0.25, 0
86906, 0.41, 0
86910, 0.71, 0
86915, 0.24, 0
86919, -0.32, 0
86923, -0.27, 0
86927, 0.38, 0
86931, 0.67, 0
86935, 0.22, 0
86938, -0.31, 0
86942, -0.24, 0
86946, 0.38, 0
86950, 0.61, 0
86955, 0.10, 0
86959, -0.50, 0
86963, -0.47, 0
86967, 0.13, 0
86971, 0.34, 0
86975, -0.17, 0
86979, -0.73, 0
86982, -0.63, 0
86986, 0.07, 0
86990, 0.40, 0
86994, -0.02, 0
86999, -0.50, 0
87003, -0.34, 0
87007, 0.39, 0
87011, 0.70, 0
87015, 0.24, 0
87019, -0.32, 0
87023, -0.28, 0
87027, 0.30, 0
87030, 0.45, 0
87034, -0.12, 0
87038, -0.73, 0
87043, -0.68, 0
87047, -0.04, 0
87051, 0.23, 0
87055, -0.21, 0
87059, -0.67, 0
87063, -0.51, 0
87067, 0.17, 0
87071, 0.41, 0
87074, -0.10, 0
87078, -0.66, 0
87083, -0.58, 0
87087, 0.05, 0
87091, 0.27, 0
87095, -0.22, 0
87099, -0.71, 0
87103, -0.54, 0
87107, 0.17, 0
87111, 0.48, 0
87115, 0.10, 0
87119, -0.27, 0
87122, -0.01, 0
87127, 0.74, 0
87131, 0.98, 0
87135, 0.44, 0
87139, -0.15, 0
87143, -0.12, 0
87147, 0.41, 0
87151, 0.52, 0
87155, -0.07, 0
87159, -0.62, 0
87163, -0.49, 0
87166, 0.18, 0
87171, 0.41, 0
87175, -0.06, 0
87179, -0.50, 0
87183, -0.29, 0
87187, 0.42, 0
87191, 0.67, 0
87195, 0.23, 0
87199, -0.18, 0
87203, 0.05, 0
87207, 0.75, 0
87211, 0.96, 0
87215, 0.45, 0
87219, -0.07, 0
87223, 0.03, 0
87227, 0.56, 0
87231, 0.61, 0
87235, -0.02, 0
87239, -0.57, 0
87243, -0.44, 0
87247, 0.18, 0
87251, 0.36, 0
87256, -0.13, 0
87259, -0.56, 0
87263, -0.34, 0
87267, 0.32, 0
87271, 0.49, 0
87275, -0.04, 0
87279, -0.52, 0
87283, -0.37, 0
87287, 0.23, 0
87291, 0.34, 0
87296, -0.21, 0
87300, -0.65, 0
87303, -0.45, 0
87307, 0.19, 0
87311, 0.31, 0
87315, -0.24, 0
87319, -0.73, 0
87323, -0.57, 0
87327, 0.00, 0
87331, 0.09, 0
87335, -0.43, 0
87340, -0.82, 0
87344, -0.53, 0
87348, 0.19, 0
87351, 0.39, 0
87355, -0.08, 0
87359, -0.45, 0
87363, -0.18, 0
87367, 0.47, 0
87371, 0.56, 0
87375, 0.01, 0
87379, -0.42, 0
87384, -0.21, 0
87388, 0.39, 0
87392, 0.46, 0
87395, -0.12, 0
87399, -0.55, 0
87403, -0.32, 0
87407, 0.30, 0
87411, 0.41, 0
87415, -0.09, 0
87419, -0.42, 0
87424, -0.08, 0
87428, 0.60, 0
87432, 0.70, 0
87436, 0.14, 0
87440, -0.28, 0
87443, -0.05, 0
87447, 0.55, 0
87451, 0.60, 0
87455, 0.02, 0
87459, -0.40, 0
87463, -0.19, 0
87468, 0.37, 0
87472, 0.36, 0
87476, -0.23, 0
87480, -0.60, 0
87484, -0.28, 0
87488, 0.41, 0
87491, 0.52, 0
87495, 0.01, 0
87499, -0.34, 0
87503, -0.05, 0
87507, 0.54, 0
87512, 0.54, 0
87516, -0.05, 0
87520, -0.40, 0
87524, -0.06, 0
87528, 0.63, 0
87532, 0.72, 0
87535, 0.17, 0
87539, -0.21, 0
87543, 0.05, 0
87547, 0.60, 0
87552, 0.53, 0
87556, -0.13, 0
87560, -0.53, 0
87564, -0.22, 0
87568, 0.47, 0
87572, 0.59, 0
87576, 0.12, 0
87579, -0.13, 0
87583, 0.26, 0
87587, 0.92, 0
87591, 0.92, 0
87596, 0.31, 0
87600, -0.09, 0
87604, 0.18, 0
87608, 0.73, 0
87612, 0.66, 0
87616, 0.03, 0
87620, -0.34, 0
87624, -0.02, 0
87627, 0.58, 0
87631, 0.54, 0
87635, -0.05, 0
87640, -0.35, 0
87644, 0.05, 0
87648, 0.72, 0
87652, 0.75, 0
87656, 0.19, 0
87660, -0.10, 0
87664, 0.25, 0
87668, 0.81, 0
87671, 0.69, 0
87675, -0.01, 0
87680, -0.45, 0
87684, -0.21, 0
87688, 0.30, 0
87692, 0.22, 0
87696, -0.35, 0
87700, -0.56, 0
87704, -0.06, 0
87708, 0.67, 0
87712, 0.72, 0
87716, 0.21, 0
87719, -0.01, 0
87724, 0.42, 0
87728, 1.04, 0
87732, 0.95, 0
87736, 0.25, 0
87740, -0.16, 0
87744, 0.08, 0
87748, 0.55, 0
87752, 0.37, 0
87756, -0.29, 0
87760, -0.57, 0
87763, -0.11, 0
87768, 0.58, 0
87772, 0.60, 0
87776, 0.07, 0
87780, -0.13, 0
87784, 0.33, 0
87788, 0.93, 0
87792, 0.81, 0
87796, 0.13, 0
87800, -0.22, 0
87804, 0.09, 0
87809, 0.57, 0
87813, 0.37, 0
87816, -0.32, 0
87820, -0.60, 0
87824, -0.16, 0
87828, 0.45, 0
87832, 0.40, 0
87836, -0.12, 0
87840, -0.24, 0
87844, 0.30, 0
87848, 0.93, 0
87853, 0.78, 0
87857, 0.07, 0
87860, -0.27, 0
87864, 0.07, 0
87868, 0.53, 0
87872, 0.28, 0
87876, -0.45, 0
87880, -0.78, 0
87884, -0.43, 0
87888, 0.06, 0
87892, -0.14, 0
87897, -0.79, 0
87901, -0.99, 0
87905, -0.50, 0
87908, 0.12, 0
87912, -0.01, 0
87916, -0.64, 0
87920, -0.91, 0
87924, -0.54, 0
87928, -0.09, 0
87932, -0.38, 0
87937, -1.12, 0
87941, -1.42, 0
87945, -1.01, 0
87949, -0.47, 0
87952, -0.59, 0
87956, -1.13, 0
87960, -1.18, 0
87964, -0.55, 0
87968, 0.15, 0
87972, 0.08, 0
87976, -0.50, 0
87981, -0.70, 0
87985, -0.26, 0
87989, 0.22, 0
87993, -0.03, 0
87997, -0.71, 0
88000, -0.89, 0
88004, -0.36, 0
88008, 0.26, 0
88012, 0.17, 0
88016, -0.37, 0
88020, -0.49, 0
88025, 0.00, 0
88029, 0.50, 0
88033, 0.23, 0
88037, -0.48, 0
88041, -0.73, 0
88044, -0.29, 0
88048, 0.21, 0
88052, 0.01, 0
88056, -0.59, 0
88060, -0.71, 0
88065, -0.15, 0
88069, 0.44, 0
88073, 0.27, 0
88077, -0.35, 0
88081, -0.52, 0
88085, -0.07, 0
88089, 0.40, 0
88092, 0.13, 0
88096, -0.52, 0
88100, -0.68, 0
88104, -0.19, 0
88109, 0.31, 0
88113, 0.06, 0
88117, -0.61, 0
88121, -0.83, 0
88125, -0.41, 0
88129, 0.01, 0
88133, -0.29, 0
88137, -0.92, 0
88140, -1.01, 0
88144, -0.39, 0
88148, 0.26, 0
88153, 0.15, 0
88157, -0.39, 0
88161, -0.52, 0
88165, -0.06, 0
88169, 0.35, 0
88173, 0.02, 0
88177, -0.65, 0
88181, -0.77, 0
88184, -0.18, 0
88188, 0.44, 0
88193, 0.31, 0
88197, -0.22, 0
88201, -0.31, 0
88205, 0.22, 0
88209, 0.69, 0
88213, 0.40, 0
88217, -0.26, 0
88221, -0.42, 0
88225, 0.08, 0
88229, 0.54, 0
88232, 0.25, 0
88237, -0.39, 0
88241, -0.53, 0
88245, -0.04, 0
88249, 0.40, 0
88253, 0.09, 0
88257, -0.58, 0
88261, -0.75, 0
88265, -0.29, 0
88269, 0.14, 0
88273, -0.15, 0
88276, -0.74, 0
88281, -0.78, 0
88285, -0.15, 0
88289, 0.41, 0
88293, 0.22, 0
88297, -0.31, 0
88301, -0.34, 0
88305, 0.25, 0
88309, 0.75, 0
88313, 0.47, 0
88317, -0.15, 0
88322, -0.28, 0
88325, 0.21, 0
88329, 0.62, 0
88333, 0.27, 0
88337, -0.39, 0
88341, -0.52, 0
88345, 0.01, 0
88349, 0.47, 0
88353, 0.20, 0
88357, -0.37, 0
88361, -0.42, 0
88366, 0.15, 0
88370, 0.60, 0
88373, 0.28, 0
88377, -0.35, 0
88381, -0.47, 0
88385, 0.03, 0
88389, 0.41, 0
88393, 0.06, 0
88397, -0.56, 0
88401, -0.61, 0
88406, -0.02, 0
88410, 0.46, 0
88414, 0.18, 0
88417, -0.39, 0
88421, -0.41, 0
88425, 0.20, 0
88429, 0.69, 0
88433, 0.40, 0
88437, -0.21, 0
88441, -0.32, 0
88445, 0.16, 0
88450, 0.50, 0
88454, 0.09, 0
88458, -0.55, 0
88462, -0.62, 0
88465, -0.03, 0
88469, 0.42, 0
88473, 0.16, 0
88477, -0.33, 0
88481, -0.24, 0
88485, 0.46, 0
88489, 0.95, 0
88494, 0.63, 0
88498, -0.01, 0
88502, -0.14, 0
88506, 0.32, 0
88510, 0.62, 0
88513, 0.18, 0
88517, -0.48, 0
88521, -0.56, 0
88525, 0.01, 0
88529, 0.44, 0
88534, 0.12, 0
88538, -0.45, 0
88542, -0.49, 0
88546, 0.07, 0
88550, 0.44, 0
88554, 0.05, 0
88557, -0.55, 0
88561, -0.57, 0
88565, 0.03, 0
88569, 0.46, 0
88573, 0.13, 0
88578, -0.44, 0
88582, -0.46, 0
88586, 0.14, 0
88590, 0.53, 0
88594, 0.18, 0
88598, -0.37, 0
88601, -0.33, 0
88605, 0.35, 0
88609, 0.82, 0
88613, 0.52, 0
88617, -0.04, 0
88622, -0.10, 0
88626, 0.43, 0
88630, 0.71, 0
88634, 0.24, 0
88638, -0.43, 0
88642, -0.52, 0
88646, 0.01, 0
88649, 0.34, 0
88653, -0.06, 0
88657, -0.63, 0
88662, -0.60, 0
88666, 0.05, 0
88670, 0.47, 0
88674, 0.13, 0
88678, -0.38, 0
88682, -0.30, 0
88686, 0.37, 0
88690, 0.76, 0
88693, 0.37, 0
88697, -0.23, 0
88701, -0.27, 0
88706, 0.27, 0
88710, 0.57, 0
88714, 0.12, 0
88718, -0.49, 0
88722, -0.51, 0
88726, 0.06, 0
88730, 0.37, 0
88734, -0.05, 0
88738, -0.61, 0
88741, -0.56, 0
88745, 0.09, 0
88750, 0.47, 0
88754, 0.10, 0
88758, -0.41, 0
88762, -0.35, 0
88766, 0.29, 0
88770, 0.61, 0
88774, 0.17, 0
88778, -0.43, 0
88782, -0.43, 0
88785, 0.18, 0
88790, 0.49, 0
88794, 0.06, 0
88798, -0.50, 0
88802, -0.47, 0
88806, 0.17, 0
88810, 0.50, 0
88814, 0.10, 0
88818, -0.43, 0
88822, -0.35, 0
88826, 0.33, 0
88830, 0.69, 0
88834, 0.27, 0
88838, -0.31, 0
88842, -0.33, 0
88846, 0.22, 0
88850, 0.45, 0
88854, -0.04, 0
88858, -0.60, 0
88862, -0.50, 0
88866, 0.22, 0
88870, 0.61, 0
88875, 0.23, 0
88878, -0.29, 0
88882, -0.25, 0
88886, 0.32, 0
88890, 0.52, 0
88894, -0.02, 0
88898, -0.65, 0
88902, -0.61, 0
88906, 0.04, 0
88910, 0.37, 0
88914, -0.01, 0
88919, -0.49, 0
88922, -0.35, 0
88926, 0.34, 0
88930, 0.64, 0
88934, 0.15, 0
88938, -0.43, 0
88942, -0.39, 0
88946, 0.23, 0
88950, 0.50, 0
88954, 0.02, 0
88958, -0.53, 0
88963, -0.46, 0
88967, 0.20, 0
88970, 0.50, 0
88974, 0.06, 0
88978, -0.46, 0
88982, -0.38, 0
88986, 0.24, 0
88990, 0.46, 0
